구,독,자, ,1,7,9,만,명
퀘스트 좀 깨고 싶어요.. l 메애기의 메이플스토리 1일차 하편!,11:30,조회수 4.5천회,2시간 전
법정에서 담배피면 법정모욕죄아닌가요?!/대도서관 레전드 더빙! 역전재판 나루호도 셀렉션 - 소생하는 역전 에피소드3-3편,1:04:58,조회수 1.9만회,1주 전
대도 생방송] 메이플스토리 테라버닝 메인 캐릭 키우기 / 핸드 시뮬레이터 서바이벌 / 병맛 동물원 게임 방송입니닷!!!,5:54:17,조회수 11만회,1주 전
가만히 있어도 얌전히 말 들어줘야 하는 사람이 있어. 바로 저 누님 / 대도서관 레전드 더빙! 역전재판 나루호도 셀렉션 - 소생하는 역전 에피소드3-2편,1:30:50,조회수 2.6만회,1주 전
고인물... 뉴비 적 생각 못한다 / 핸드시뮬레이터 서바이벌 하이라이트,4:20,조회수 3.4만회,1주 전
"대도서관 생방송] 메이플 스토리 테라버닝 8시간 달린다! (아란, 메르세데스, 패스파인더)",8:16:20,조회수 16만회,1주 전
청강대 학생들이 만든 국산게임! / N.ruin 하이라이트,6:05,조회수 3.5만회,1주 전
생긴 걸로 사람을 판단하지 말아주십쇼! /대도서관 레전드 더빙! 역전재판 나루호도 셀렉션 - 소생하는 역전 에피소드3-1편,1:12:41,조회수 2.6만회,1주 전
다짜고짜 뺨 맞고 하루만에 범인으로 몰렸습니다 / 대도서관 레전드 더빙! 역전재판 나루호도 셀렉션 - 소생하는 역전 에피소드2-2편,1:10:22,조회수 3.3만회,1주 전
"역전굿판의 주인공, 마요이의 등장! / 대도서관 레전드 더빙! 역전재판 나루호도 셀렉션 - 소생하는 역전 에피소드2-1편",1:25:32,조회수 3.4만회,1주 전
대도 생방송] 메이플 스토리 시작합니다! / 대도 어워즈 최고 게임 월드컵,6:07:29,조회수 16만회,1주 전
gksrmf dks Tmsms dydtk,7:01,조회수 6.7만회,1주 전
대도서관의 역전재판이 유명했던 이유를 알려드립니다 / 대도서관 레전드 더빙! 역전재판 나루호도 셀렉션 - 소생하는 역전 에피소드1,37:24,조회수 6.8만회,1주 전
야 그냥 게임 캐릭터인데 왜 이렇게 부담스럽니 / 핸드시뮬레이터 서바이벌 하이라이트,6:06,조회수 4.2만회,1주 전
대도 생방송] 새해인사 카운트 다운 갑시다! / 역전재판 대도서관 더빙판 4일차 레전드,6:10:11,조회수 13만회,1주 전
연말에 뭘 좋아할지 몰라서 포켓몬 다이맥스를 모아봤어,10:56,조회수 1.7만회,1주 전
너무 리얼하네요 실제로 총쏘면 이랬을거 같아 / 스나이퍼3 고스트 워리어,2:17,조회수 2.4만회,1주 전
대도 생방송] 게임 방송입니닷!!! 역전재판 스팀 리메이크 3일차!,4:34:06,조회수 11만회,1주 전
힘들게 세탁기에 빠셨다고요? 이제 힐 받으세요 / 홈스위트홈2 파트3 하이라이트,4:49,조회수 2.4만회,2주 전
대도서관 생방송] 역전재판 스팀 리메이크판 2일차,4:39:43,조회수 12만회,2주 전
평생 잊지 못할 생일파티를 만들어줬습니다 l 래프트(RAFT) 2일차 하이라이트 하편!,7:41,조회수 3.4만회,2주 전
대도서관 생방송] 역전재판 스팀 리메이크 1부 - 대도 역전재판이 유명한 이유,4:56:50,조회수 19만회,2주 전
지뢰가 사람을 만든다 / 쓸고퀄 3D 지뢰찾기 게임 하이라이트,7:31,조회수 7만회,2주 전
뭘 이런 걸 다 보내주셨습니까~! feat.유튜브 ※대자랑 주의※,2:28,조회수 5.6만회,2주 전
제발 이런 게임 좀 가지고 오지 마 고통스럽잖아,6:09,조회수 9.2만회,2주 전
대도서관 생방송] 핸드 시뮬레이터 서바이벌 - 고수가 된다! / 한글 안 쓰는 용사 게임 방송,3:50:46,조회수 8.2만회,2주 전
어서 오세요! 곰..아니 공국 마을에! l 래프트(RAFT) 2일차 하이라이트 상편!,10:06,조회수 4.2만회,2주 전
대도서관 생방송] 병맛 전쟁 시뮬레이션 게임,4:24:50,조회수 9.9만회,2주 전
불의 무희가 제일 중요한 역할이라니까? 꼭 있어야 돼! / 핸드시뮬레이터 서바이벌 하이라이트,7:14,조회수 3.9만회,2주 전
나 울컥하니까 운전 조심해줄래?,3:02,조회수 6.8만회,2주 전
대도서관 생방송] 히트맨2 나쁜 기레기 타겟을 암살하는 게임 / 2019 대도 어워즈 선정하기,3:57:19,조회수 9.7만회,2주 전
3일동안 방치한 햄버거를 파는 PC방이 있다? / PC방 만들기 게임 하이라이트,10:05,조회수 9.4만회,3주 전
대도 생방송] 도 넘는 녀석들의 홈파티 (feat. 경기도청),3:08:10,조회수 5만회,3주 전
나정도 실력이면 포트나이트에서 1등 한번 해볼 만하지 않아?,3:58,조회수 3.2만회,3주 전
대도서관 생방송] 핸드 시뮬레이터 서바이벌 (3일차) - 집 짓는 방법 고여버림,3:27:27,조회수 8.5만회,3주 전
그림 못 그리면 쫓아내는 방 / 캐치마인드 시청자 참여 하이라이트,10:08,조회수 6.8만회,3주 전
대도서관 생방송] 병맛게임 핸드 시뮬레이터 서바이벌 (2일차) / 초고퀄 지뢰찾기 게임,4:24:56,조회수 8.1만회,3주 전
대도 생방송] 퀴즈 게임 방송입니다! 대도서관x김태진,54:48,조회수 1.1만회,3주 전
대도퀄리티] 대도서관 X 유키 구라모토 아리랑 콜라보 / Daedo X Yuhki Kuramoto 'Arirang' Collaboration,12:22,조회수 3.5만회,3주 전
유튜버 대삥이 공포체험하러 출발해보겠습니다!,3:26,조회수 5.2만회,3주 전
대도 생방송] 핸드 시뮬레이터 서바이벌 생존 게임,2:27:50,조회수 10만회,3주 전
대도서관 생방송] 방폭했었지만 다시 돌아온 게임 방송!,36:55,조회수 2.3만회,3주 전
말하다보니 정답까지 다 말해버린 영상,3:09,조회수 8.9천회,3주 전
여러분! 우리끼리 게임 만들어도 이거보단 낫겠다! - 본격 공포 게임(?) suite776,5:06,조회수 5.1만회,3주 전
대도 생방송] 공포게임 홈 스위트 홈2 파트3 / 포트나이트,4:05:48,조회수 8.3만회,3주 전
녹슨방패를 뺏겼다고?  -  대도서관 풀더빙 실황! 포켓몬스터 소드 22화(Pokemon Sword),30:45,조회수 1.4만회,4주 전
대도 생방송] 그냥 하는 방송,2:31:13,조회수 6.2만회,4주 전
이 사람들 범인이 대놓고 있는데 그걸 몰라! l 포켓몬소드 하이라이트,3:44,조회수 2.3만회,4주 전
쟈기~ 공무원이 오셨는데?,5:15,조회수 3.3만회,4주 전
대도 생방송] 감사합니다! 방송입니닷!,3:50:15,조회수 9.5만회,4주 전
여러분! 우리 직원들 센스 좀 보고 가세요!,3:56,조회수 6.9만회,4주 전
대도서관 생방송] 이누나키 터널 - 일본 괴담 공포 게임 / 포켓몬 소드 2부 간닷!,3:34:27,조회수 9.1만회,1개월 전
공무원 시험 합격보다 어려운 서경석님의 게임 시험 합격! l 슈퍼버니맨(super bunny man) 하이라이트!,6:37,조회수 3.7만회,1개월 전
대도서관 생방송] PC방 만들기 게임 (인터넷 카페 시뮬레이터) / 데스티니2 새 시즌 (서광의 시즌),5:58:12,조회수 10만회,1개월 전
훈수의 늪(feat. 서경석제자),3:06,조회수 3.4만회,1개월 전
드디어 완결!! 감사합니다 2부에 만나요  -  대도서관 풀더빙 실황! 포켓몬스터 소드 21화(Pokemon Sword),59:38,조회수 2만회,1개월 전
이 영상 끝까지 보면 나랑 형제 되는 거다,4:37,조회수 4.3만회,1개월 전
대도 생방송] 깜놀 공포게임 스위트776 / 래프트 - 새 컨텐츠 가득 생김! /  데스티니2 - 오늘 새 시즌 업데이트! Destiny2,6:42:52,조회수 10만회,1개월 전
챔피언과 싸우면 되는데 훼방꾼 누구야!! - 대도서관 풀더빙 실황! 포켓몬스터 소드 20화(Pokemon Sword),1:02:45,조회수 1.6만회,1개월 전
ㅈㅗㅎ..아요.. 아니야 저 안 ㅈ...졸앗ㅇ요..,3:51,조회수 11만회,1개월 전
대도 생방송] 서경석 형님과 슈퍼버니맨 게임 방송 / 캐치마인드 pc - 시청자 대전,3:31:38,조회수 8.3만회,1개월 전
세미 파이널 드디어 시작!! - 대도서관 풀더빙 실황! 포켓몬스터 소드 19화(Pokemon Sword),51:14,조회수 1.6만회,1개월 전
이거 완전 돈 놓고 돈 먹기잖아?! l 한방브루스 하이라이트,6:09,조회수 5.1만회,1개월 전
대도 생방송] 포켓몬 소드 엔딩 보는 날! 게임 방송,2:34:37,조회수 5.5만회,1개월 전
오직 대머리만이 할 수 있는 개인기를 보여드립니다! / 히트맨2 해적코스튬 하이라이트!,6:42,조회수 4만회,1개월 전
호브도 배지를 얻었다고?  -  대도서관 풀더빙 실황! 포켓몬스터 소드 18화(Pokemon Sword),1:01:41,조회수 1.9만회,1개월 전
대도 생방송] 모자이크 - 이걸 풀로 다 보면 나랑 형제다 / 포켓몬 소드 엔딩 봅니닷!,5:42:23,조회수 9.1만회,1개월 전
"엄마, 아빠.. 물 한 모금만 마셔보세요.. 네..? l (60seconds reatomized survival challenge)",26:00,조회수 5.4만회,1개월 전
혈연 학연 지연만 입장 가능한곳? - 대도서관 풀더빙 실황! 포켓몬스터 소드 17화(Pokemon Sword),1:00:29,조회수 2.1만회,1개월 전
잡지 말라고 만든 포켓몬 아니야? - 대도서관 풀더빙 실황! 포켓몬스터 소드 16화(Pokemon Sword),1:02:20,조회수 1.8만회,1개월 전
여러분들 저를 조심하세요! l 본격 감기 옮기는 병맛 게임 SNEEZE,4:20,조회수 3.8만회,1개월 전
대도 생방송]  60초! 핵폭발에서 생존하기 게임! / 포켓몬 소드 - 슛시티 마지막 토너먼트!,3:41:59,조회수 7.1만회,1개월 전
명탐정 맞아?! 완전 엉터린데?? -  대도서관 풀더빙 실황! 포켓몬스터 소드 15화(Pokemon Sword),53:32,조회수 1.8만회,1개월 전
무면허 공돌이가 우주탈것을 조종한다? / 스타워즈 제다이 : 오더의 몰락( Star Wars Jedi: Fallen Order) 3화,48:43,조회수 1.9만회,1개월 전
대도 생방송] 포켓몬 소드 드래곤 관장을 잡으러!,3:33:24,조회수 5.8만회,1개월 전
100만 유튜버는 어떻게 기획하고 컨텐츠를 제작할까? (씬님x대도서관x회사원A),12:59,조회수 2.9만회,1개월 전
5252 대도쿤 믿고 있었다구! / 저세상 병맛게임 오타쿠 어드벤처 (진히로인 공략),34:07,조회수 3만회,1개월 전
대도 생방송] 꿀잼 히트맨2 해적 코스튬 얻기 / 포켓몬 소드 - 얼음왕국,4:50:05,조회수 8.2만회,1개월 전
할머니 개인정보를 제가 왜 맞혀야 해요?! - 대도서관 풀더빙 실황! 포켓몬스터 소드 14화(Pokemon Sword),1:31:31,조회수 2.5만회,1개월 전
앞머리가 비대칭이라서 죽는다고? 이거 너무하잖아 / 병맛 쯔꾸르게임 비대칭용사 하이라이트,5:30,조회수 2.9만회,1개월 전
대도 생방송] 감기가 걸려버린거야?,1:59:35,조회수 4.5만회,1개월 전
대도 생방송] 오늘은 퀴즈 게임 갑니다! 잼아저씨와 함께 갤라쇼!,57:56,조회수 1.3만회,1개월 전
청담동에 옷 가게 하나 차렸습니다 l 쥬디의 드레스 샵 하이라이트,5:11,조회수 6.8만회,1개월 전
야 얘 뭐야! 완전 깡패야..?! - 대도서관 풀더빙 실황! 포켓몬스터 소드 13화(Pokemon Sword),1:18:50,조회수 2.2만회,1개월 전
불가마에서 퇴근 못한 지 3일째입니다.. l  본격 찜질방 운영 게임! 쥬디의 찜질방!,4:51,조회수 9.1만회,1개월 전
네가 약한 게 아니야 내가 강한 거지! - 대도서관 풀더빙 실황! 포켓몬스터 소드 12화(Pokemon Sword),1:27:00,조회수 2.8만회,1개월 전
대도 생방송] 병맛 게임 대칭병 용사 / 포켓몬스터 소드 바위 관장을 잡아라!,4:31:26,조회수 7.8만회,1개월 전
귀신누님 비트에 맞춰 랩을 해보았습니다,5:33,조회수 5.2만회,1개월 전
그 쪼꼬미들이 벌써 으른 다 됐어ㅠㅠ  - 대도서관 풀더빙 실황! 포켓몬스터 소드 11화(Pokemon Sword),52:46,조회수 2.7만회,1개월 전
대도서관] 병맛 게임 - 오타쿠의 모험 : 진히로인 공략!!,3:28:31,조회수 7.9만회,1개월 전
제가 직접 해볼게요! 콜옵듀티모바일 in 지스타,5:09,조회수 1.8만회,1개월 전
근데 할아버지 저한테 쓰레기를 물려주셨습디다?,6:12,조회수 9.8만회,1개월 전
대도 생방송] 병맛 게임 - 오타쿠 어드벤처 / 포켓몬스터 소드,4:02:56,조회수 9만회,1개월 전
대도 생방송] 수다 방송입니다!!! 어서들 오세요!,1:12:58,조회수 3.5만회,1개월 전
순무 아저씨! 가서 조깅이나 하세요! - 대도서관 풀더빙 실황! 포켓몬스터 소드 10화(Pokemon Sword),55:11,조회수 2.1만회,1개월 전
네 이놈! 어서 사약을 원샷 하지 못할까!  l 사약 마시는 본격 병맛 게임! 왕과 너!,4:14,조회수 5.9만회,1개월 전
야 너 저번에 나한테 졌잖아..! - 대도서관 풀더빙 실황! 포켓몬스터 소드 9화(Pokemon Sword),58:22,조회수 2.4만회,1개월 전
이야~ 머리 잘써서 만들었네 / 스타워즈 제다이 : 오더의 몰락( Star Wars Jedi: Fallen Order) 2화,52:30,조회수 1.5만회,1개월 전
대도 생방송] 할아버지 유산인 농장 키우기 게임 / 포켓몬스터 소드 - 바위 관장 잡으러 가잣!,3:57:26,조회수 7.8만회,1개월 전
피카츄! 빨리 물배찌 갖고 와! - 대도서관 풀더빙 실황! 포켓몬스터 소드 8화(Pokemon Sword),56:22,조회수 2.4만회,1개월 전
백화점 안에 엄청난 공간이 숨겨져 있었을 줄이야! l 두 편으로 즐기는 루이지 맨션3,39:47,조회수 2.3만회,1개월 전
대도 생방송] 일본 공포게임 Lurk in the Dark / 쥬디의 찜질방 겜 / 왕과 너 병맛겜 / 쥬디의 드레스카페 운영게임 / 포켓몬스터 소드 - 할머니 관장님,4:45:48,조회수 11만회,1개월 전
이걸 응원빨로 이겨 먹으려 하네?! - 대도서관 풀더빙 실황! 포켓몬스터 소드 7화(Pokemon Sword),59:46,조회수 2.5만회,1개월 전
대도 생방송] 일요일... 한국에서만 마이너한 온라인 게임이 어떤건지 보여드립니다,4:27:06,조회수 7.7만회,1개월 전
광선검 쓰는 공돌이가 이렇게 무섭습니다! / 스타워즈 제다이 : 오더의 몰락( Star Wars Jedi: Fallen Order),55:16,조회수 2.8만회,1개월 전
대도 생방송] 포켓몬스터 소드 (6일차) - 격투 관장 때려부수러 갑니다!! 너클시티,4:24:22,조회수 8.2만회,1개월 전
형님 누님 보셨으면 모금함에 팁 좀 넣어주십쇼~ / 플래닛 주(Planet Zoo) 하이라이트,4:05,조회수 3.7만회,1개월 전
짝사랑에는 언제나 시련이 있는 법! - 대도서관 풀더빙 실황! 포켓몬스터 소드 6화(Pokemon Sword),55:53,조회수 3만회,1개월 전
대도 생방송] 포켓몬스터 소드 (5일차) - 불 관장 잡으러 간닷!,4:09:20,조회수 8.3만회,1개월 전
우리 아들이 사춘기가 온 것 같은데 선생님이 봐주세요! - 대도서관 풀더빙 실황! 포켓몬스터 소드 5화(Pokemon Sword),50:19,조회수 3.4만회,1개월 전
이건 버그가 아니라 적절한 옵션이야! / 공포게임 하이라이트! 더 스토리 오브 헨리 비숍,5:33,조회수 4.3만회,1개월 전
나 빼고 다 더러운 놈들만 모였네!  - 대도서관 풀더빙 실황! 포켓몬스터 소드 4화(Pokemon Sword),1:00:58,조회수 4.2만회,1개월 전
대학 입학서를 돈 주고 샀습니다  l 심즈4 대학 확장팩 하이라이트!,17:43,조회수 11만회,1개월 전
대도서관 생방송] 포켓몬스터 소드 게임 생방송 (4일차) / 신작 갓겜! 스타워즈 오더의 몰락 (3일차),5:03:39,조회수 8.6만회,1개월 전
포켓몬 세계가 정도 없이 쓰레기만 줘도 되는거야?! - 대도서관 풀더빙 실황! 포켓몬스터 소드 3화(Pokemon Sword),52:54,조회수 3.7만회,1개월 전
진짜 이걸 다 퍼주시는 거라고요?,2:12,조회수 2.3만회,1개월 전
"대도서관 생방송] 포켓몬스터 소드 (3일차) 진화했다, 염까츄! 가잣~!",2:32:21,조회수 6.3만회,1개월 전
물건 팔랬더니 만담터진 대댕부부! 어디까지 팔아봤니?,11:04,조회수 5.9만회,1개월 전
응 아니야 나한테 이길 일은 없어 - 대도서관 풀더빙 실황! 포켓몬스터 소드 2화(Pokemon Sword),50:29,조회수 4.4만회,1개월 전
"전작 챔피언은 말하셨다. ""가출 말고 출퇴근 트레이너 하면 안 돼?"" - 대도서관 풀더빙 실황! 포켓몬스터 소드 1화(Pokemon Sword)",48:37,조회수 7.5만회,1개월 전
수많은 게임으로 단련된 감은 나를 배신하지 않았지,2:38,조회수 4.8만회,1개월 전
대도서관 생방송] 포켓몬 소드 2일차!! - 피카츄도 얻었다구! / 데스티니 가디언즈,4:25:37,조회수 9.7만회,1개월 전
여러분들! 전부 이불 깔고 누우세요! - 핵전쟁에서 살아남기 생존 게임 (60 Seconds!),40:44,조회수 18만회,1개월 전
대도서관 생방송] 신작! 포켓몬 소드 (1일차) 생각보다 좋은데? 닌텐도 스위치 / 갓겜! 스타워즈 오더의 몰락 (2일차),4:32:27,조회수 12만회,1개월 전
대도서관 생방송] 토요일! 수다 방송이라굿!~!,1:22:31,조회수 4.1만회,1개월 전
"호텔에 있는 돈들, 내가 다 쓸어가 버릴 테다! / 두 편으로 즐기는 루이지 맨션3",31:55,조회수 3.9만회,1개월 전
대도서관 생방송] 신작! 심즈4 즐거운 캠퍼스 생활 확장팩 게임 방송 / 스타워즈 한글판 신작! 오더의 몰락 (1일차),5:21:58,조회수 13만회,1개월 전
친구들과 술 한 잔 하러 가는 길!,2:16,조회수 4.6만회,1개월 전
리마더드] 그래서 안에 뭐가 들어있는진 보여줘야지!!!! 최종화 / 대도서관 공포게임 (Remothered : Tormented Fathers),30:54,조회수 2.4만회,1개월 전
대도서관 생방송] 동물원 만드는 게임 1일차 = 플래닛 주 (Planet Zoo),3:02:52,조회수 14만회,1개월 전
리마더드] 할머니 죄송해요! AA 배터리 두 개만 가져갈게요 3화 / 대도서관 공포게임 (Remothered : Tormented Fathers),21:32,조회수 2.6만회,1개월 전
"에이, 설마 진짜 배달만 하겠어? / 한 편으로 즐기는 데스 스트랜딩",1:02:33,조회수 5.1만회,1개월 전
대도 생방송] 베트남 여행썰 / 공포게임 - 더 스토리 오브 헨리 비숍! 강추 게임! / 60초! 자동차 엔딩 오늘은 봅니다! / 이브온라인 한글판 초반 가이드,5:36:35,조회수 11만회,2개월 전
리마더드] 할아버지! 왜 그러십니까 저희 말로 풀어보아요!  2화 / 대도서관 공포게임(Remothered : Tormented Fathers),15:44,조회수 2.9만회,2개월 전
60초! 자동차 엔딩 보려는데 최악의 식량난이 왔다!,31:29,조회수 8.8만회,2개월 전
리마더드] 에이프런 걸친 할아버지가 쫓아와! 1화 / 대도서관 공포게임(Remothered : Tormented Fathers),13:43,조회수 5.3만회,2개월 전
워라벨? 우린 워워벨이다! 리틀 빅워크 샵!,8:07,조회수 6.5만회,2개월 전
대도 생방송] 60초! 새 엔딩 '자동차 엔딩' 도전! (하드모드) / 코마2 (한국 공포 게임),3:55:27,조회수 13만회,2개월 전
발을 얼마나 안 씻어야지 이런 일이 벌어지는 거야?!,4:59,조회수 4.8만회,2개월 전
대도 생방송] 데스 스트랜딩(1일차) - 매즈 미켈슨과 레아 세두가 게임 캐릭터로 나오는 개쩌는 게임,3:59:41,조회수 14만회,2개월 전
영어 이름도 촌스러운 게 있다? 핫한 이름 지어보기!,1:54,조회수 4.1만회,2개월 전
[몬스트럼] 예고편,1:56,조회수 7.6만회,2개월 전
대도 생방송] 공포게임 - 리마더드 엔딩! (챕터2) : 에이프런 할아버지의 정체는 사실!!?? / 데스티니 가디언즈,3:19:18,조회수 10만회,2개월 전
고3이 이걸 알아야 할 이유가 있나?,2:59,조회수 5.6만회,2개월 전
"뭐가 문제인지 아시는 분, 훈수 받습니다! 더 디드: 다이너스티 하편 (The Deed: Dynasty)",21:53,조회수 2.6만회,2개월 전
대도 생방송] 공포 게임 - 리마더드 (챕터1) 에이프런의 노인분이 이렇게 무서울 줄이야!,5:42:49,조회수 19만회,2개월 전
맛깔나는 더빙으로 즐기는 완전범죄 계획 게임! 더 디드: 다이너스티 상편 (The Deed: Dynasty),1:21:42,조회수 6.7만회,2개월 전
대도 생방송] 11/3(일) 대도서관 게임 실황 - 리틀 빅 워크샵 / 루이지 맨션 2일차,3:18:30,조회수 13만회,2개월 전
대도 생방송] 11/3(일) 겜방송 전 수다 방송,1:43:40,조회수 8.3만회,2개월 전
"대도 생방송] 11/2(토) 유튜브 라이브로 컴백 게임 방송!! - 루이지 맨션3, 1일차",4:07:58,조회수 21만회,2개월 전
대도 생방송] 유튜브 라이브로 컴백 게임 방송!!!,0:08,조회수 3.2만회,2개월 전
저 콜옵 손절하겠습니다.,4:49,조회수 6.1만회,2개월 전
대도서관 1978.10.31,3:06,조회수 5만회,2개월 전
나 갑자기 머리가 아파졌어! 퍼즐 풀다가 공포를 느낀 더 비스트 인사이드,6:06,조회수 6.1만회,2개월 전
디테일이 쩌는 SF 호러 게임!! 문스 오브 매드니스 2일차! (Moons of Madness),2:19:06,조회수 3.9만회,2개월 전
안 돼!! 그 남자는 연쇄..읍읍... 히트맨2 한정타겟! (히트맨2 Hitman2 Elusive Target),5:51,조회수 6.6만회,2개월 전
디테일이 쩌는 SF 호러 게임!! 문스 오브 매드니스 1일차! (Moons of Madness),2:28:57,조회수 11만회,2개월 전
실패하면 누가 보완해 줄 사람이 없어! 그럼 실패를 안 해야 돼!,3:57,조회수 4.5만회,2개월 전
